time;Storage_PV6_H0-C;Storage_PV5_H0-L;Storage_PV5_G4-B;Storage_PV8_H0-B;Storage_PV2_H0-G;Storage_PV2_H0-B;Storage_PV5_H0-B;Storage_PV8_G5-A;lv_rural3;lv_semiurb4;lv_semiurb5
13.01.2016 03:45;0.042471;0.003306;0.213501;0.035091;0.055556;0.035091;0.035091;0.330347;0.037173;0.032303;0.119718
13.01.2016 04:00;0.0072;0.009808;0.221307;0.022592;0.027179;0.022592;0.022592;0.088752;0.0293;0.061798;0.06417
13.01.2016 04:15;0.047112;0.019878;0.216641;0.056022;0.032258;0.056022;0.056022;0.326531;0.067786;0.137796;0.125772
13.01.2016 04:30;0.059843;0.010801;0.210918;0.036354;0.008977;0.036354;0.036354;0.093782;0.030606;0.023876;0.072672
13.01.2016 04:45;0.054711;0.007304;0.21821;0.002281;0.03405;0.002281;0.002281;0.207859;0.038045;0.067416;0.084451
13.01.2016 05:00;0.039001;0.01107;0.21552;0.033894;0.032787;0.033894;0.033894;0.41691;0.02973;0.022472;0.132755
13.01.2016 05:15;0.021047;0.022936;0.023685;0.036688;0.016129;0.036688;0.036688;0.408866;0.022871;0.017795;0.098616
13.01.2016 05:30;0.06535;0.000499;0.244898;0.117647;0.012344;0.117647;0.117647;0.083372;0.071355;0.105457;0.107205
13.01.2016 05:45;0.05498;0.01682;0.27923;0.115529;0.028674;0.115529;0.115529;0.19296;0.056067;0.04073;0.133546
13.01.2016 06:00;0.051672;0.032136;0.048113;0.065826;0.03838;0.065826;0.065826;0.590437;0.041966;0.019732;0.153721
13.01.2016 06:15;0.047946;0.027025;0.3281;0.013901;0.051455;0.013901;0.013901;0.486324;0.077921;0.193954;0.159755
13.01.2016 06:30;0.003241;0.044519;0.332253;0.056022;0.006355;0.056022;0.056022;0.505889;0.093054;0.280899;0.169806
13.01.2016 06:45;0.06079;0.003663;0.005857;0.074539;0.03405;0.074539;0.074539;0.675984;0.085435;0.181354;0.165542
13.01.2016 07:00;0.248872;0.006381;0.093299;0.077031;0.030466;0.077031;0.077031;0.475219;0.131012;0.19382;0.164878
13.01.2016 07:15;0.107903;0.088685;0.409733;0.10213;0.02509;0.10099;0.10213;0.230634;0.110894;0.192054;0.164664
13.01.2016 07:30;0.118541;0.097575;0.431737;0.054146;0.030466;0.064823;0.054146;0.028455;0.104341;0.19382;0.11652
13.01.2016 07:45;0.114565;0.158884;0.050774;0.147059;0.034508;0.147059;0.147059;0.546706;0.111627;0.153549;0.188899
13.01.2016 08:00;0.016251;0.108212;0.128453;0.065535;0.019713;0.050408;0.065535;0.55423;0.04169;0.005201;0.154286
13.01.2016 08:15;0.212848;0.050923;0.598116;0.068627;0.017921;0.068627;0.068627;0.428571;0.131702;0.188202;0.228294
13.01.2016 08:30;0.227964;0.379205;0.479961;0.048369;0.030466;0.072829;0.072829;0.287511;0.221586;0.426873;0.20042
13.01.2016 08:45;0.24772;0.177808;0.580848;0.081232;0.057348;0.081232;0.081232;0.390671;0.197856;0.497191;0.237653
13.01.2016 09:00;0.380024;0.045872;0.570712;0.057983;0.091398;0.061625;0.061625;0.272647;0.207218;0.435787;0.220663
13.01.2016 09:15;0.209726;0.042813;0.583987;0.18407;0.080645;0.118172;0.141569;0.252289;0.214484;0.390449;0.228433
13.01.2016 09:30;0.218845;0.033639;0.494867;0.134454;0.099616;0.134454;0.134454;0.456327;0.205325;0.327935;0.25191
13.01.2016 09:45;0.153495;0.036697;0.406713;0.07563;0.097671;0.07563;0.07563;0.367818;0.179678;0.358146;0.191812
13.01.2016 10:00;0.148936;0.047401;0.640502;0.065826;0.150105;0.065826;0.065826;0.393586;0.206286;0.381604;0.235849
13.01.2016 10:15;0.193009;0.036697;0.711941;0.095238;0.090759;0.095238;0.095238;0.351319;0.184659;0.276685;0.247755
13.01.2016 10:30;0.161094;0.042813;0.450269;0.053221;0.234767;0.053221;0.053221;0.398017;0.146284;0.183989;0.213709
13.01.2016 10:45;0.136778;0.024465;0.602826;0.077031;0.197935;0.077031;0.077031;0.413251;0.113079;0.176966;0.241218
13.01.2016 11:00;0.305471;0.021407;0.399122;0.081232;0.052602;0.081232;0.081232;0.437318;0.152205;0.169944;0.217373
13.01.2016 11:15;0.157616;0.012232;0.360125;0.088235;0.112903;0.088235;0.088235;0.378629;0.15373;0.131848;0.192547
13.01.2016 11:30;0.171733;0.030581;0.340092;0.143363;0.045384;0.144258;0.144258;0.166404;0.138906;0.116297;0.165274
13.01.2016 11:45;0.168083;0.035168;0.25017;0.057423;0.134696;0.039152;0.057423;0.170005;0.128265;0.078523;0.127588
13.01.2016 12:00;0.191489;0.019878;0.106917;0.07423;0.064892;0.034573;0.07423;0.367347;0.127863;0.110068;0.138751
13.01.2016 12:15;0.205847;0.01682;0.076871;0.057423;0.195341;0.057423;0.057423;0.382626;0.130407;0.151685;0.153297
13.01.2016 12:30;0.158055;0.021407;0.057389;0.051776;0.105081;0.028246;0.032101;0.301808;0.111547;0.155467;0.110545
13.01.2016 12:45;0.055835;0.033639;0.05242;0.056022;0.168459;0.056022;0.013073;0.177865;0.098872;0.020165;0.084123
13.01.2016 13:00;0.097616;0.114679;0.019791;0.071832;0.144425;0.063071;0.022762;0.217259;0.138437;0.179775;0.095593
13.01.2016 13:15;0.147416;0.166667;0.048806;0.068627;0.037229;0.030965;0.068627;0.180138;0.123759;0.182872;0.090841
13.01.2016 13:30;0.156939;0.149847;0.590267;0.200536;0.166667;0.162952;0.19829;0.22309;0.161047;0.175562;0.249006
13.01.2016 13:45;0.132219;0.056653;0.54614;0.243047;0.191671;0.232208;0.224661;0.407376;0.182214;0.184993;0.289365
13.01.2016 14:00;0.152217;0.027523;0.579278;0.182073;0.019367;0.182073;0.182073;0.323615;0.128644;0.063027;0.240518
13.01.2016 14:15;0.141337;0.049359;0.727986;0.098039;0.017765;0.098039;0.098039;0.176073;0.167159;0.302527;0.204406
13.01.2016 14:30;0.123619;0.030386;0.718995;0.109244;0.21147;0.109244;0.109244;0.221574;0.158743;0.161917;0.236373
13.01.2016 14:45;0.179331;0.044343;0.68844;0.063953;0.143036;0.125114;0.065342;0.196904;0.130621;0.265449;0.217137
13.01.2016 15:00;0.322045;0.033639;0.697017;0.078431;0.008378;0.078431;0.078431;0.007674;0.119887;0.242978;0.180523
13.01.2016 15:15;0.226444;0.006695;0.687992;0.03662;0.064516;0.019074;0.034993;0.086392;0.156406;0.30687;0.169836
13.01.2016 15:30;0.1656;0.017914;0.697017;0.013115;0.082437;0.01501;0.01329;0.142497;0.155827;0.348315;0.171151
13.01.2016 15:45;0.158055;0.009924;0.755393;0.089636;0.056678;0.089636;0.089636;0.335277;0.157514;0.334118;0.24006
13.01.2016 16:00;0.079779;0.029052;0.631083;0.077728;0.152735;0.077523;0.077709;0.191349;0.168216;0.379213;0.192744
13.01.2016 16:15;0.144377;0.034507;0.546338;0.082633;0.096689;0.082633;0.082633;0.000393;0.24678;0.650198;0.146998
13.01.2016 16:30;0.099152;0.03524;0.660911;0.336117;0.109319;0.336139;0.336119;0.218659;0.297371;0.651685;0.296751
13.01.2016 16:45;0.001078;0.06422;0.761999;0.171643;0.043011;0.171641;0.171643;0.179177;0.224248;0.648733;0.225104
13.01.2016 17:00;0.068925;0.006359;0.66248;0.329132;0.0681;0.329132;0.329132;0.218659;0.227724;0.464888;0.284539
13.01.2016 17:15;0.157581;0.002702;0.583892;0.173887;0.057348;0.173887;0.173887;0.189069;0.20652;0.451254;0.217466
13.01.2016 17:30;0.276596;0.042813;0.572998;0.247899;0.044803;0.247899;0.247899;0.221574;0.260104;0.490169;0.263787
13.01.2016 17:45;0.262509;0.050534;0.457017;0.159678;0.029265;0.159678;0.159678;0.281553;0.182205;0.292063;0.220376
13.01.2016 18:00;0.332827;0.047401;0.530612;0.133053;0.026882;0.133053;0.133053;0.106945;0.216399;0.386236;0.197456
13.01.2016 18:15;0.36905;0.067393;0.552477;0.116246;0.020668;0.116246;0.116246;0.240583;0.174078;0.208105;0.223685
13.01.2016 18:30;0.06454;0.248551;0.522763;0.116209;0.003724;0.116209;0.116209;0.144373;0.087723;0.091125;0.170941
13.01.2016 18:45;0.003132;0.169725;0.43258;0.032451;0.037326;0.032451;0.032451;0.1258;0.034604;0.015057;0.11542
13.01.2016 19:00;0.272036;0.099388;0.456829;0.038395;0.021783;0.038395;0.038395;0.112303;0.165589;0.311798;0.145781
13.01.2016 19:15;0.045124;0.035835;0.482061;0.003612;0.031404;0.003612;0.003612;0.099603;0.082296;0.233359;0.106008
13.01.2016 19:30;0.226444;0.076453;0.474097;0.107843;0.066308;0.107843;0.107843;0.113703;0.11247;0.06661;0.173891
13.01.2016 19:45;0.23761;0.091006;0.438448;0.0353;0.051971;0.0353;0.0353;0.123238;0.162003;0.310393;0.143029
13.01.2016 20:00;0.148936;0.087156;0.387755;0.131653;0.038306;0.131653;0.131653;0.119534;0.125411;0.177991;0.158274
13.01.2016 20:15;0.402052;0.069798;0.236165;0.16534;0.035842;0.16534;0.16534;0.124044;0.197046;0.213483;0.176833
13.01.2016 20:30;0.463526;0.067278;0.312402;0.154062;0.03359;0.154062;0.154062;0.103557;0.216512;0.246885;0.187621
13.01.2016 20:45;0.485322;0.095808;0.315418;0.160603;0.030466;0.160603;0.160603;0.081961;0.224524;0.245787;0.18996
13.01.2016 21:00;0.235562;0.116208;0.3281;0.128852;0.020199;0.128852;0.128852;0.099125;0.181057;0.320368;0.153351
13.01.2016 21:15;0.276596;0.092998;0.319033;0.097489;0.025619;0.097489;0.097489;0.094518;0.158714;0.231742;0.143817
13.01.2016 21:30;0.245626;0.00012;0.309262;0.135854;0.034961;0.135854;0.135854;0.007493;0.125218;0.124127;0.134093
13.01.2016 21:45;0.066085;0.055046;0.283854;0.126031;0.077061;0.126031;0.126031;0.093294;0.086368;0.087747;0.12861
13.01.2016 22:00;0.033276;0.03726;0.296703;0.12465;0.069694;0.12465;0.12465;0.097781;0.121329;0.259831;0.125404
13.01.2016 22:15;0.142857;0.070336;0.263302;0.126052;0.066308;0.126052;0.126052;0.018512;0.097691;0.068328;0.119953
13.01.2016 22:30;0.151976;0.043412;0.230769;0.012766;0.042114;0.012766;0.012766;0.104956;0.076733;0.103933;0.085307
13.01.2016 22:45;0.12438;0.03211;0.173331;0.123249;0.04708;0.123249;0.123249;0.069068;0.121357;0.202709;0.108005
13.01.2016 23:00;0.180219;0.010558;0.22449;0.08242;0.087814;0.08242;0.08242;0.097726;0.109861;0.123596;0.11664
13.01.2016 23:15;0.133771;0.027523;0.235235;0.000408;0.072357;0.000408;0.000408;0.126665;0.050937;0.015453;0.086252
13.01.2016 23:30;0.220365;0.034438;0.22763;0.109244;0.064516;0.109244;0.109244;0.049246;0.1101;0.077247;0.121139
13.01.2016 23:45;0.032698;0.003057;0.211153;0.142727;0.047783;0.142727;0.142727;0.086064;0.077323;0.107265;0.112414
14.01.2016 00:00;0.241641;0.029052;0.230769;0.106443;0.002781;0.106443;0.106443;0.060966;0.09525;0.053371;0.117493
14.01.2016 00:15;0.166542;0.021695;0.239845;0.046657;0.007643;0.046657;0.046657;0.12105;0.064258;0.049157;0.099014
14.01.2016 00:30;0.179331;0.024465;0.22763;0.072829;0.075269;0.072829;0.072829;0.058152;0.082815;0.035112;0.105163
14.01.2016 00:45;0.204288;0.024764;0.22979;0.109797;0.078602;0.109797;0.109797;0.093294;0.093202;0.019535;0.129249
14.01.2016 01:00;0.155015;0.004102;0.22135;0.071429;0.0681;0.071429;0.071429;0.09709;0.071564;0.026685;0.106248
14.01.2016 01:15;0.046971;0.021407;0.244791;0.026936;0.061009;0.026936;0.026936;0.097726;0.037786;0.027457;0.08046
14.01.2016 01:30;0.1231;0.006334;0.229199;0.054622;0.066308;0.054622;0.054622;0.094564;0.053464;0.000147;0.096811
14.01.2016 01:45;0.12122;0.01682;0.204902;0.049854;0.070852;0.049854;0.049854;0.083149;0.060493;0.025281;0.089882
14.01.2016 02:00;0.129179;0.036589;0.22606;0.060224;0.004261;0.060224;0.060224;0.11099;0.051899;0.020215;0.095899
14.01.2016 02:15;0.064364;0.033639;0.223127;0.036514;0.078853;0.036514;0.036514;0.099125;0.043879;0.010266;0.085674
14.01.2016 02:30;0.06383;0.007908;0.230769;0.037815;0.063081;0.037815;0.037815;0.080012;0.045587;0.036517;0.080733
14.01.2016 02:45;0.051985;0.02117;0.235074;0.031747;0.066308;0.031747;0.031747;0.09481;0.043751;0.037796;0.081432
14.01.2016 03:00;0.06079;0.012232;0.230769;0.00433;0.076586;0.00433;0.00433;0.206242;0.036765;0.022472;0.093009
14.01.2016 03:15;0.055005;0.021407;0.239001;0.004188;0.084229;0.004188;0.004188;0.1877;0.038984;0.027042;0.091455
14.01.2016 03:30;0.06079;0.043457;0.22292;0.040616;0.096969;0.040616;0.040616;0.004018;0.051559;0.021979;0.071782
14.01.2016 03:45;0.063099;0.029052;0.221183;0.036791;0.073477;0.036791;0.036791;0.35277;0.045424;0.022472;0.131433
14.01.2016 04:00;0.051672;0.01682;0.216641;0.047619;0.043139;0.047619;0.047619;0.406593;0.038191;0.022472;0.139177
14.01.2016 04:15;0.072329;0.024109;0.214412;0.058099;0.001297;0.058099;0.058099;0.317784;0.047083;0.058319;0.12396
14.01.2016 04:30;0.056231;0.004173;0.22135;0.061625;0.017732;0.061625;0.061625;0.162823;0.036185;0.022472;0.096935
14.01.2016 04:45;0.027548;0.024465;0.216881;0.052695;0.043011;0.052695;0.052695;0.111629;0.03495;0.023876;0.083973
14.01.2016 05:00;0.010497;0.031739;0.22763;0.043417;0.039427;0.043417;0.043417;0.370262;0.037522;0.055948;0.12792
14.01.2016 05:15;0.050152;0.025994;0.242707;0.143286;0.023898;0.143286;0.143286;0.427273;0.060313;0.037921;0.180865
14.01.2016 05:30;0.054435;0.01182;0.012051;0.135854;0.026882;0.135854;0.135854;0.145992;0.057808;0.033708;0.090125
14.01.2016 05:45;0.06535;0.01682;0.003916;0.086944;0.041105;0.086944;0.086944;0.040827;0.061057;0.065542;0.054258
14.01.2016 06:00;0.073265;0.083435;0.076113;0.07423;0.037634;0.07423;0.07423;0.572945;0.055753;0.029494;0.162673
14.01.2016 06:15;0.0325;0.412853;0.33281;0.038716;0.031301;0.038716;0.038716;0.499527;0.12066;0.231022;0.184455
14.01.2016 06:30;0.036904;0.214067;0.350101;0.063025;0.068105;0.063025;0.063025;0.485481;0.125158;0.264045;0.190207
14.01.2016 06:45;0.036428;0.117737;0.348509;0.082721;0.089606;0.082721;0.082721;0.580876;0.101565;0.175795;0.213466
14.01.2016 07:00;0.02806;0.067278;0.49793;0.023654;0.044272;0.023654;0.023654;0.578776;0.030824;0.016804;0.205636
14.01.2016 07:15;0.145897;0.018084;0.434851;0.022275;0.035842;0.021468;0.022275;0.606073;0.097064;0.191011;0.210958
14.01.2016 07:30;0.141226;0.145446;0.394987;0.105042;0.028674;0.105042;0.105042;0.568513;0.124932;0.192711;0.23295
14.01.2016 07:45;0.200608;0.223242;0.467818;0.117086;0.028674;0.10729;0.117086;0.249425;0.143854;0.176966;0.198838
14.01.2016 08:00;0.191306;0.08594;0.540045;0.07563;0.019713;0.07563;0.07563;0.325173;0.172928;0.380687;0.201854
14.01.2016 08:15;0.095518;0.065749;0.135267;0.093244;0.023297;0.084351;0.091632;0.559767;0.156538;0.400281;0.175332
14.01.2016 08:30;0.196049;0.093272;0.594976;0.123498;0.035842;0.165632;0.138596;0.268299;0.178989;0.345254;0.228647
14.01.2016 08:45;0.155015;0.081081;0.420487;0.130252;0.032258;0.130252;0.130252;0.114852;0.178559;0.418539;0.161729
14.01.2016 09:00;0.176292;0.068807;0.604396;0.196078;0.032258;0.196078;0.196078;0.478134;0.183962;0.39888;0.284497
14.01.2016 09:15;0.162614;0.042813;0.757506;0.261185;0.017921;0.177925;0.174149;0.321695;0.178371;0.376404;0.275016
14.01.2016 09:30;0.168693;0.053517;0.66248;0.053221;0.023297;0.053221;0.053221;0.372477;0.148425;0.354591;0.217765
14.01.2016 09:45;0.150456;0.042813;0.520136;0.04902;0.032258;0.04902;0.04902;0.431487;0.148098;0.351124;0.203298
14.01.2016 10:00;0.183891;0.035168;0.700157;0.042017;0.03405;0.042017;0.042017;0.329446;0.15174;0.35782;0.213817
14.01.2016 10:15;0.176292;0.08104;0.865816;0.04902;0.037634;0.04902;0.04902;0.409104;0.167619;0.391854;0.258648
14.01.2016 10:30;0.155015;0.050459;0.726845;0.04902;0.021505;0.04902;0.04902;0.373178;0.114933;0.237529;0.224438
14.01.2016 10:45;0.179331;0.039755;0.49949;0.044818;0.041219;0.044818;0.044818;0.32368;0.116156;0.238764;0.182897
14.01.2016 11:00;0.168364;0.182892;0.623234;0.063025;0.145161;0.063025;0.063025;0.400933;0.162396;0.224071;0.240931
14.01.2016 11:15;0.164156;0.155963;0.596757;0.04902;0.100358;0.04902;0.04902;0.481831;0.135076;0.199438;0.239387
14.01.2016 11:30;0.164134;0.143731;0.512522;0.068627;0.064516;0.068627;0.068627;0.488397;0.125885;0.18118;0.229866
14.01.2016 11:45;0.12614;0.033639;0.587127;0.05042;0.055556;0.05042;0.05042;0.373285;0.101609;0.18118;0.203125
14.01.2016 12:00;0.182371;0.146937;0.428186;0.039216;0.048387;0.039216;0.039216;0.308535;0.116722;0.169944;0.172632
14.01.2016 12:15;0.153963;0.134557;0.418301;0.085434;0.041219;0.085434;0.085434;0.390671;0.118991;0.161517;0.198884
14.01.2016 12:30;0.192171;0.038226;0.494591;0.233894;0.05914;0.233894;0.233894;0.314479;0.167205;0.217697;0.255039
14.01.2016 12:45;0.176292;0.166667;0.591837;0.113445;0.082437;0.113445;0.113445;0.297376;0.150544;0.192902;0.228351
14.01.2016 13:00;0.132442;0.111621;0.501918;0.065826;0.336395;0.065826;0.065826;0.354286;0.216172;0.19382;0.230401
14.01.2016 13:15;0.158252;0.088685;0.591837;0.067227;0.033838;0.067227;0.067227;0.265306;0.188986;0.180777;0.19367
14.01.2016 13:30;0.168693;0.079666;0.599811;0.071429;0.295699;0.071429;0.071429;0.230321;0.178122;0.191278;0.222833
14.01.2016 13:45;0.150702;0.066901;0.580848;0.068627;0.198925;0.068627;0.068627;0.311953;0.17878;0.269002;0.219442
14.01.2016 14:00;0.114745;0.055046;0.622287;0.064426;0.094536;0.064426;0.064426;0.206997;0.141338;0.238764;0.187432
14.01.2016 14:15;0.168184;0.025994;0.352641;0.065826;0.047374;0.065801;0.065826;0.25516;0.138056;0.111107;0.153935
14.01.2016 14:30;0.247642;0.015291;0.565149;0.072829;0.123955;0.000652;0.072829;0.243499;0.157609;0.087257;0.196423
14.01.2016 14:45;0.317629;0.059633;0.60307;0.084034;0.326168;0.012345;0.084034;0.101545;0.187891;0.068376;0.215191
14.01.2016 15:00;0.124421;0.349384;0.02138;0.082633;0.417563;0.082633;0.082633;0.065888;0.178245;0.061408;0.127152
14.01.2016 15:15;0.171733;0.154434;0.027261;0.051821;0.120072;0.054532;0.051821;0.004255;0.129825;0.159883;0.066392
14.01.2016 15:30;0.16674;0.067278;0.077071;0.047619;0.032276;0.047619;0.047619;0.064149;0.069758;0.021635;0.068317
14.01.2016 15:45;0.002196;0.051988;0.610675;0.070028;0.129032;0.067046;0.070028;0.043077;0.147534;0.389045;0.147771
14.01.2016 16:00;0.155015;0.045872;0.548291;0.070028;0.054097;0.070028;0.070028;0.053494;0.166616;0.383602;0.148945
14.01.2016 16:15;0.072169;0.029052;0.55259;0.092437;0.250315;0.09518;0.092437;0.170612;0.186093;0.365169;0.193536
14.01.2016 16:30;0.083587;0.033639;0.563492;0.068627;0.328405;0.068627;0.068627;0.113873;0.166836;0.244904;0.186514
14.01.2016 16:45;0.057877;0.065603;0.579278;0.082388;0.362007;0.084382;0.109244;0.097535;0.174878;0.231742;0.197978
14.01.2016 17:00;0.020691;0.021407;0.570545;0.059382;0.148746;0.059167;0.114796;0.258076;0.115312;0.178965;0.189511
14.01.2016 17:15;0.06383;0.038226;0.571429;0.130252;0.077061;0.130252;0.130252;0.147751;0.077973;0.111391;0.184345
14.01.2016 17:30;0.024708;0.025103;0.547172;0.111526;0.073477;0.111549;0.10554;0.28723;0.08065;0.188202;0.192802
14.01.2016 17:45;0.03101;0.075223;0.543171;0.028301;0.081675;0.028299;0.028948;0.287824;0.071504;0.126469;0.165952
14.01.2016 18:00;0.077508;0.061162;0.534042;0.125749;0.060932;0.125749;0.125679;0.043209;0.127627;0.244382;0.158056
14.01.2016 18:15;0.043799;0.005428;0.529042;0.309524;0.044791;0.309524;0.309524;0.252245;0.127897;0.149739;0.256642
14.01.2016 18:30;0.044073;0.004496;0.523284;0.465939;0.009062;0.465939;0.465947;0.059937;0.152576;0.137892;0.274482
14.01.2016 18:45;0.113144;0.128277;0.492936;0.334734;0.082422;0.334734;0.334734;0.035521;0.188217;0.227528;0.238349
14.01.2016 19:00;0.082067;0.148318;0.420079;0.03657;0.376327;0.03657;0.03657;0.12688;0.143225;0.109599;0.164992
14.01.2016 19:15;0.053451;0.106433;0.387755;0.135854;0.209677;0.135854;0.135854;0.065679;0.161542;0.257389;0.160356
14.01.2016 19:30;0.058216;0.000363;0.312946;0.096919;0.116487;0.096919;0.096919;0.100641;0.12836;0.266324;0.125148
14.01.2016 19:45;0.002132;0.12844;0.386185;0.062468;0.150538;0.062468;0.062468;0.119019;0.224942;0.63764;0.130103
14.01.2016 20:00;0.091185;0.079588;0.305384;0.133053;0.01097;0.133053;0.133053;0.12105;0.135262;0.28558;0.1357
14.01.2016 20:15;0.060389;0.093272;0.293564;0.101881;0.060932;0.101881;0.101881;0.113129;0.146164;0.337079;0.12373
14.01.2016 20:30;0.086626;0.098139;0.236625;0.006065;0.050443;0.006065;0.006065;0.106472;0.112769;0.275723;0.079634
14.01.2016 20:45;0.094513;0.001259;0.279435;0.007104;0.020366;0.007104;0.007104;0.094511;0.02974;0.010679;0.077635
14.01.2016 21:00;0.026837;0.082569;0.264925;0.162465;0.073477;0.162465;0.162465;0.09481;0.139859;0.285112;0.135709
14.01.2016 21:15;0.130699;0.082881;0.251177;0.169936;0.091129;0.169936;0.169936;0.107764;0.157601;0.244726;0.153182
14.01.2016 21:30;0.118343;0.094801;0.247952;0.138655;0.094982;0.138655;0.138655;0.09481;0.151092;0.25;0.138058
14.01.2016 21:45;0.115502;0.111337;0.244898;0.157002;0.083484;0.157002;0.157002;0.08204;0.149377;0.233452;0.14107
14.01.2016 22:00;0.103408;0.119266;0.220216;0.158263;0.066308;0.158263;0.158263;0.09481;0.147549;0.245787;0.136856
14.01.2016 22:15;0.034296;0.087932;0.232339;0.116498;0.054524;0.116498;0.116498;0.118802;0.098529;0.173976;0.116586
14.01.2016 22:30;0.006398;0.082569;0.226691;0.09944;0.071685;0.09944;0.09944;0.12105;0.095146;0.188202;0.108288
14.01.2016 22:45;0.155015;0.041327;0.240188;0.027764;0.093397;0.027764;0.027764;0.085758;0.113873;0.191295;0.095389
14.01.2016 23:00;0.302417;0.030581;0.245125;0.084034;0.078853;0.084034;0.084034;0.097726;0.142507;0.141854;0.13466
14.01.2016 23:15;0.164354;0.027726;0.21821;0.065282;0.051467;0.065282;0.065282;0.094238;0.083356;0.072708;0.103001
14.01.2016 23:30;0.136778;0.022936;0.213563;0.003811;0.066308;0.003811;0.003811;0.100641;0.054904;0.031051;0.078737
14.01.2016 23:45;0.18997;0.017336;0.22449;0.038385;0.073868;0.038385;0.038385;0.214398;0.090771;0.088483;0.121449
15.01.2016 00:00;0.293771;0.010703;0.22567;0.058824;0.00195;0.058824;0.058824;0.119534;0.08151;0.004425;0.114929
15.01.2016 00:15;0.106383;0.019878;0.22135;0.065688;0.077061;0.065688;0.065688;0.080233;0.06928;0.051966;0.097001
15.01.2016 00:30;0.121581;0.028623;0.213925;0.071429;0.085174;0.071429;0.071429;0.180355;0.066978;0.016639;0.119687
15.01.2016 00:45;0.162614;0.000297;0.22763;0.01463;0.048387;0.01463;0.01463;0.087464;0.057866;0.032303;0.082456
15.01.2016 01:00;0.047407;0.021407;0.227372;0.009283;0.032258;0.009283;0.009283;0.086064;0.031255;0.038664;0.065487
15.01.2016 01:15;0.068389;0.001663;0.22763;0.002101;0.030513;0.002101;0.002101;0.084018;0.033527;0.043539;0.063872
15.01.2016 01:30;0.045397;0.003209;0.231136;0.024603;0.000675;0.024603;0.024603;0.087464;0.02448;0.031616;0.067216
15.01.2016 01:45;0.015304;0.018289;0.22606;0.054622;0.035842;0.054622;0.054622;0.082925;0.031037;0.025281;0.078236
15.01.2016 02:00;0.053191;0.030581;0.225512;0.019068;0.023755;0.019068;0.019068;0.069971;0.02891;0.019927;0.065926
15.01.2016 02:15;0.005082;0.011579;0.22606;0.007251;0.019713;0.007251;0.007251;0.073482;0.008355;0.002517;0.055243
15.01.2016 02:30;0.03313;0.002138;0.229598;0.013184;0.033177;0.013184;0.013184;0.084548;0.017443;0.001284;0.064623
15.01.2016 02:45;0.06079;0.00824;0.21978;0.067227;0.03405;0.067227;0.067227;0.072821;0.043905;0.029494;0.084832
15.01.2016 03:00;0.038518;0.027523;0.211762;0.055994;0.032159;0.055994;0.055994;0.129363;0.036103;0.023204;0.087793
15.01.2016 03:15;0.000892;0.029606;0.22292;0.003264;0.028674;0.003264;0.003264;0.170159;0.025938;0.062855;0.072524
15.01.2016 03:30;0.057751;0.027523;0.234562;0.05042;0.016383;0.05042;0.05042;0.096364;0.038105;0.030899;0.083506
15.01.2016 03:45;0.062209;0.02391;0.21821;0.084999;0.004188;0.084999;0.084999;0.341108;0.044084;0.030899;0.138122
15.01.2016 04:00;1.6e-05;0.015291;0.212964;0.046218;0.005504;0.046218;0.046218;0.365865;0.015101;0.008772;0.119779
15.01.2016 04:15;0.037045;0.002501;0.21978;0.023407;0.003377;0.023407;0.023407;0.3193;0.022619;0.030899;0.107226
15.01.2016 04:30;0.053191;0.035309;0.220516;0.07563;0.030466;0.07563;0.07563;0.143058;0.043099;0.019284;0.100928
15.01.2016 04:45;0.011152;0.027523;0.21821;0.082822;0.021479;0.082822;0.082822;0.062077;0.033275;0.021067;0.081883
15.01.2016 05:00;0.00048;0.021407;0.226658;0.082633;0.016129;0.082633;0.082633;0.106359;0.028871;0.019703;0.08916
15.01.2016 05:15;0.053191;0.013127;0.003348;0.119858;0.015551;0.119858;0.119858;0.462157;0.062576;0.074128;0.13982
15.01.2016 05:30;0.045413;0.017219;0.254317;0.016538;0.020163;0.016538;0.016538;0.550726;0.025737;0.023876;0.156572
15.01.2016 05:45;0.035509;0.009999;0.307518;0.140056;0.032258;0.140056;0.140056;0.08588;0.052041;0.021067;0.125207
15.01.2016 06:00;0.013003;0.005698;0.027663;0.108394;0.009735;0.108394;0.108394;0.628338;0.035107;0.021067;0.164324
15.01.2016 06:15;0.094225;0.068848;0.021364;0.079832;0.019713;0.079832;0.079832;0.520502;0.116301;0.253436;0.146151
15.01.2016 06:30;0.214139;0.071865;0.326531;0.031743;0.102206;0.031743;0.031743;0.505889;0.147347;0.247191;0.197552
15.01.2016 06:45;0.06231;0.058636;0.382107;0.063025;0.082437;0.063025;0.063025;0.699815;0.097656;0.181156;0.233011
15.01.2016 07:00;0.074468;0.071865;0.070051;0.095889;0.046544;0.095889;0.095889;0.523382;0.107797;0.203652;0.161412
15.01.2016 07:15;0.02792;0.05127;0.455259;0.065684;0.036032;0.064871;0.065684;0.468789;0.087725;0.206082;0.19255
15.01.2016 07:30;0.113717;0.013098;0.604714;0.098039;0.0681;0.098039;0.098039;0.475219;0.1069;0.178371;0.241816
15.01.2016 07:45;0.177812;0.058104;0.496075;0.0317;0.047824;0.096639;0.0317;0.325634;0.109699;0.175378;0.187798
15.01.2016 08:00;0.143697;0.022304;0.513911;0.029164;0.0681;0.135642;0.029164;0.500058;0.115374;0.217697;0.224348
