time;PV2;PV5;PV6;PV8;Hydro3;lv_rural3;lv_semiurb4;lv_semiurb5;lv_urban6
28.03.2016 07:45;0.222525;0.116063;0.156294;0;0.718023;0.098281;0.116063;0.130802;0.053182
28.03.2016 08:00;0.228212;0.13164;0.169855;0;0.715116;0.109764;0.13164;0.141477;0.058194
28.03.2016 08:15;0.239619;0.149136;0.186628;0.0160725;0.718023;0.13;0.149136;0.157113;0.074379
28.03.2016 08:30;0.251026;0.166631;0.2034;0.0321451;0.718023;0.150236;0.166631;0.17275;0.090564
28.03.2016 08:45;0.262432;0.184127;0.220172;0.0482176;0.718023;0.170473;0.184127;0.188387;0.106749
28.03.2016 09:00;0.273839;0.201623;0.236945;0.0642901;0.718023;0.190709;0.201623;0.204024;0.122934
28.03.2016 09:15;0.32065;0.250917;0.288917;0.100038;0.718023;0.228552;0.250917;0.250954;0.163846
28.03.2016 09:30;0.367461;0.300212;0.340888;0.135785;0.718023;0.266396;0.300212;0.297883;0.204758
28.03.2016 09:45;0.414273;0.349506;0.39286;0.171533;0.72093;0.304239;0.349506;0.344812;0.245671
28.03.2016 10:00;0.461084;0.398801;0.444832;0.207281;0.718023;0.342082;0.398801;0.391742;0.286583
28.03.2016 10:15;0.460708;0.414197;0.456214;0.233676;0.72093;0.359755;0.414197;0.404219;0.307601
28.03.2016 10:30;0.460333;0.429593;0.467597;0.260071;0.726744;0.377428;0.429593;0.416696;0.328618
28.03.2016 10:45;0.459957;0.444989;0.478979;0.286466;0.694767;0.395102;0.444989;0.429173;0.349636
28.03.2016 11:00;0.459582;0.460385;0.490361;0.312862;0.726744;0.412775;0.460385;0.44165;0.370653
28.03.2016 11:15;0.450608;0.467593;0.492832;0.334641;0.723837;0.423538;0.467593;0.446279;0.385632
28.03.2016 11:30;0.441635;0.4748;0.495303;0.35642;0.723837;0.4343;0.4748;0.450908;0.40061
28.03.2016 11:45;0.432662;0.482008;0.497774;0.378198;0.723837;0.445063;0.482008;0.455537;0.415588
28.03.2016 12:00;0.423689;0.489216;0.500245;0.399977;0.723837;0.455826;0.489216;0.460166;0.430567
28.03.2016 12:15;0.407171;0.487562;0.493937;0.415057;0.72093;0.459103;0.487562;0.456586;0.438126
28.03.2016 12:30;0.390653;0.485907;0.487629;0.430136;0.723837;0.462379;0.485907;0.453006;0.445685
28.03.2016 12:45;0.374135;0.484252;0.481321;0.445215;0.72093;0.465656;0.484252;0.449427;0.453244
28.03.2016 13:00;0.357617;0.482598;0.475013;0.460295;0.723837;0.468932;0.482598;0.445847;0.460803
28.03.2016 13:15;0.33129;0.466997;0.454686;0.461427;0.72093;0.457844;0.466997;0.429415;0.454638
28.03.2016 13:30;0.304963;0.451395;0.434358;0.462558;0.718023;0.446755;0.451395;0.412983;0.448473
28.03.2016 13:45;0.278636;0.435794;0.414031;0.46369;0.72093;0.435667;0.435794;0.396551;0.442307
28.03.2016 14:00;0.252309;0.420193;0.393704;0.464822;0.72093;0.424579;0.420193;0.38012;0.436142
28.03.2016 14:15;0.22461;0.398533;0.368334;0.457256;0.718023;0.406931;0.398533;0.358573;0.422626
28.03.2016 14:30;0.196912;0.376874;0.342964;0.44969;0.72093;0.389284;0.376874;0.337026;0.409109
28.03.2016 14:45;0.169213;0.355215;0.317595;0.442124;0.72093;0.371637;0.355215;0.31548;0.395593
28.03.2016 15:00;0.141514;0.333556;0.292225;0.434558;0.718023;0.35399;0.333556;0.293933;0.382076
28.03.2016 15:15;0.106136;0.292731;0.253301;0.392359;0.718023;0.315998;0.292731;0.254483;0.340889
28.03.2016 15:30;0.0707572;0.251906;0.214377;0.35016;0.718023;0.278005;0.251906;0.215032;0.299703
28.03.2016 15:45;0.0353786;0.211082;0.175454;0.307961;0.715116;0.240012;0.211082;0.175582;0.258516
28.03.2016 16:00;0;0.170257;0.13653;0.265762;0.715116;0.20202;0.170257;0.136132;0.21733
28.03.2016 16:15;0;0.155212;0.119049;0.260292;0.715116;0.178331;0.155212;0.126255;0.208892
28.03.2016 16:30;0;0.140166;0.101567;0.254822;0.715116;0.154642;0.140166;0.116379;0.200455
28.03.2016 16:45;0;0.125121;0.0840857;0.249352;0.709302;0.130954;0.125121;0.106503;0.192018
28.03.2016 17:00;0;0.110076;0.0666043;0.243882;0.706395;0.107265;0.110076;0.096627;0.183581
28.03.2016 17:15;0;0.0825566;0.0499532;0.228524;0.709302;0.100044;0.082557;0.078768;0.166389
28.03.2016 17:30;0;0.0550378;0.0333021;0.213167;0.709302;0.092822;0.055038;0.060908;0.149198
28.03.2016 17:45;0;0.0275189;0.0166511;0.19781;0.706395;0.085601;0.027519;0.043049;0.132006
28.03.2016 18:00;0;0;0;0.182453;0.709302;0.078379;0;0.02519;0.114815
28.03.2016 18:15;0;0;0;0.13684;0.709302;0.058784;0;0.018893;0.086111
28.03.2016 18:30;0;0;0;0.0912265;0.706395;0.03919;0;0.012595;0.057408
28.03.2016 18:45;0;0;0;0.0456132;0.709302;0.019595;0;0.006298;0.028704
28.03.2016 19:00;0;0;0;0;0.706395;0;0;0;0
28.03.2016 19:15;0;0;0;0;0.709302;0;0;0;0
28.03.2016 19:30;0;0;0;0;0.706395;0;0;0;0
28.03.2016 19:45;0;0;0;0;0.706395;0;0;0;0
28.03.2016 20:00;0;0;0;0;0.706395;0;0;0;0
28.03.2016 20:15;0;0;0;0;0.723837;0;0;0;0
28.03.2016 20:30;0;0;0;0;0.680233;0;0;0;0
28.03.2016 20:45;0;0;0;0;0.697674;0;0;0;0
28.03.2016 21:00;0;0;0;0;0.697674;0;0;0;0
28.03.2016 21:15;0;0;0;0;0.700581;0;0;0;0
28.03.2016 21:30;0;0;0;0;0.697674;0;0;0;0
28.03.2016 21:45;0;0;0;0;0.697674;0;0;0;0
28.03.2016 22:00;0;0;0;0;0.697674;0;0;0;0
28.03.2016 22:15;0;0;0;0;0.700581;0;0;0;0
28.03.2016 22:30;0;0;0;0;0.697674;0;0;0;0
28.03.2016 22:45;0;0;0;0;0.697674;0;0;0;0
28.03.2016 23:00;0;0;0;0;0.697674;0;0;0;0
28.03.2016 23:15;0;0;0;0;0.697674;0;0;0;0
28.03.2016 23:30;0;0;0;0;0.697674;0;0;0;0
28.03.2016 23:45;0;0;0;0;0.697674;0;0;0;0
29.03.2016 00:00;0;0;0;0;0.69186;0;0;0;0
29.03.2016 00:15;0;0;0;0;0.69186;0;0;0;0
29.03.2016 00:30;0;0;0;0;0.69186;0;0;0;0
29.03.2016 00:45;0;0;0;0;0.688953;0;0;0;0
29.03.2016 01:00;0;0;0;0;0.688953;0;0;0;0
29.03.2016 01:15;0;0;0;0;0.69186;0;0;0;0
29.03.2016 01:30;0;0;0;0;0.688953;0;0;0;0
29.03.2016 01:45;0;0;0;0;0.69186;0;0;0;0
29.03.2016 02:00;0;0;0;0;0.688953;0;0;0;0
29.03.2016 02:15;0;0;0;0;0.69186;0;0;0;0
29.03.2016 02:30;0;0;0;0;0.688953;0;0;0;0
29.03.2016 02:45;0;0;0;0;0.69186;0;0;0;0
29.03.2016 03:00;0;0;0;0;0.688953;0;0;0;0
29.03.2016 03:15;0;0;0;0;0.688953;0;0;0;0
29.03.2016 03:30;0;0;0;0;0.688953;0;0;0;0
29.03.2016 03:45;0;0;0;0;0.688953;0;0;0;0
29.03.2016 04:00;0;0;0;0;0.688953;0;0;0;0
29.03.2016 04:15;0;0;0;0;0.688953;0;0;0;0
29.03.2016 04:30;0;0;0;0;0.688953;0;0;0;0
29.03.2016 04:45;0;0;0;0;0.686047;0;0;0;0
29.03.2016 05:00;0;0;0;0;0.688953;0;0;0;0
29.03.2016 05:15;0;0;0;0;0.688953;0;0;0;0
29.03.2016 05:30;0;0;0;0;0.686047;0;0;0;0
29.03.2016 05:45;0;0;0;0;0.688953;0;0;0;0
29.03.2016 06:00;0;0;0;0;0.686047;0;0;0;0
29.03.2016 06:15;0.0143557;0;0;0;0.688953;0;0;0.003814;0.0008
29.03.2016 06:30;0.0287113;0;0;0;0.697674;0;0;0.007628;0.0016
29.03.2016 06:45;0.043067;0;0;0;0.674419;0;0;0.011442;0.002399
29.03.2016 07:00;0.0574226;0;0;0;0.706395;0;0;0.015256;0.003199
29.03.2016 07:15;0.0584283;0.0131842;0.0183447;0;0.712209;0;0.013184;0.023702;0.00795
29.03.2016 07:30;0.0594339;0.0263684;0.0366893;0;0.718023;0;0.026368;0.032148;0.012701
29.03.2016 07:45;0.0604396;0.0395526;0.055034;0;0.72093;0;0.039553;0.040595;0.017452
29.03.2016 08:00;0.0614452;0.0527367;0.0733786;0;0.723837;0;0.052737;0.049041;0.022203
29.03.2016 08:15;0.0671571;0.0595549;0.0801116;0.0161277;0.723837;0;0.059555;0.056845;0.034809
29.03.2016 08:30;0.072869;0.0663731;0.0868445;0.0322553;0.723837;0;0.066373;0.06465;0.047415
29.03.2016 08:45;0.0785809;0.0731912;0.0935774;0.0483829;0.72093;0;0.073191;0.072454;0.060021
29.03.2016 09:00;0.0842928;0.0800094;0.10031;0.0645106;0.706395;0;0.080009;0.080258;0.072626
29.03.2016 09:15;0.0765587;0.0913201;0.092474;0.0748455;0.668605;0.026316;0.09132;0.085195;0.080252
29.03.2016 09:30;0.0688247;0.102631;0.0846376;0.0851805;0.633721;0.052633;0.102631;0.090132;0.087877
29.03.2016 09:45;0.0610906;0.113941;0.0768012;0.0955154;0.604651;0.078949;0.113941;0.095068;0.095502
29.03.2016 10:00;0.0533566;0.125252;0.0689648;0.10585;0.546512;0.105265;0.125252;0.100005;0.103127
29.03.2016 10:15;0.0571467;0.11536;0.0709638;0.0991585;0.517442;0.103963;0.11536;0.094922;0.09726
29.03.2016 10:30;0.0609368;0.105468;0.0729628;0.0924666;0.511628;0.10266;0.105468;0.08984;0.091392
29.03.2016 10:45;0.064727;0.0955764;0.0749617;0.0857747;0.508721;0.101358;0.095576;0.084757;0.085525
29.03.2016 11:00;0.0685171;0.0856844;0.0769607;0.0790829;0.505814;0.100056;0.085684;0.079675;0.079658
29.03.2016 11:15;0.0808429;0.0882737;0.0839447;0.0821502;0.462209;0.099797;0.088274;0.085187;0.083552
29.03.2016 11:30;0.0931686;0.090863;0.0909287;0.0852174;0.427326;0.099538;0.090863;0.0907;0.087446
29.03.2016 11:45;0.105494;0.0934522;0.0979127;0.0882847;0.424419;0.099279;0.093452;0.096213;0.09134
29.03.2016 12:00;0.11782;0.0960415;0.104897;0.091352;0.415698;0.09902;0.096042;0.101726;0.095234
29.03.2016 12:15;0.151863;0.105727;0.114708;0.101506;0.424419;0.108689;0.105727;0.117955;0.106584
29.03.2016 12:30;0.185907;0.115412;0.124519;0.111659;0.444767;0.118359;0.115412;0.134184;0.117934
29.03.2016 12:45;0.21995;0.125097;0.13433;0.121813;0.44186;0.128028;0.125097;0.150412;0.129285
29.03.2016 13:00;0.253993;0.134782;0.144141;0.131967;0.436047;0.137697;0.134782;0.166641;0.140635
29.03.2016 13:15;0.228501;0.125964;0.134863;0.124273;0.436047;0.130422;0.125964;0.15352;0.131547
29.03.2016 13:30;0.203009;0.117146;0.125585;0.116579;0.436047;0.123146;0.117146;0.140399;0.122459
29.03.2016 13:45;0.177517;0.108328;0.116307;0.108885;0.43314;0.115871;0.108328;0.127278;0.113371
29.03.2016 14:00;0.152024;0.0995098;0.107029;0.101191;0.427326;0.108595;0.09951;0.114157;0.104283
29.03.2016 14:15;0.14243;0.0959035;0.101953;0.0984938;0.421512;0.10342;0.095904;0.108995;0.100761
29.03.2016 14:30;0.132835;0.0922973;0.0968777;0.0957969;0.424419;0.098244;0.092297;0.103832;0.097239
29.03.2016 14:45;0.12324;0.088691;0.0918021;0.0931001;0.424419;0.093069;0.088691;0.09867;0.093717
29.03.2016 15:00;0.113645;0.0850848;0.0867265;0.0904032;0.418605;0.087893;0.085085;0.093508;0.090195
29.03.2016 15:15;0.0852337;0.0638136;0.0650448;0.0678024;0.418605;0.071744;0.063814;0.070131;0.067646
29.03.2016 15:30;0.0568225;0.0425424;0.0433632;0.0452016;0.415698;0.055594;0.042542;0.046754;0.045098
29.03.2016 15:45;0.0284112;0.0212712;0.0216816;0.0226008;0.415698;0.039445;0.021271;0.023377;0.022549
29.03.2016 16:00;0;0;0;0;0.409884;0.023295;0;0;0
29.03.2016 16:15;0;0;0;0;0.412791;0.017471;0;0;0
29.03.2016 16:30;0;0;0;0;0.398256;0.011648;0;0;0
29.03.2016 16:45;0;0;0;0;0.418605;0.005824;0;0;0
29.03.2016 17:00;0;0;0;0;0.412791;0;0;0;0
29.03.2016 17:15;0;0;0;0;0.369186;0.00251;0;0;0
29.03.2016 17:30;0;0;0;0;0.174419;0.005021;0;0;0
29.03.2016 17:45;0;0;0;0;0.116279;0.007531;0;0;0
29.03.2016 18:00;0;0;0;0;0.212209;0.010041;0;0;0
29.03.2016 18:15;0;0;0;0;0.241279;0.007531;0;0;0
29.03.2016 18:30;0;0;0;0;0.25;0.005021;0;0;0
29.03.2016 18:45;0;0;0;0;0.18314;0.00251;0;0;0
29.03.2016 19:00;0;0;0;0;0.116279;0;0;0;0
29.03.2016 19:15;0;0;0;0;0.482558;0;0;0;0
29.03.2016 19:30;0;0;0;0;0.424419;0;0;0;0
29.03.2016 19:45;0;0;0;0;0.401163;0;0;0;0
29.03.2016 20:00;0;0;0;0;0.395349;0;0;0;0
29.03.2016 20:15;0;0;0;0;0.386628;0;0;0;0
29.03.2016 20:30;0;0;0;0;0.383721;0;0;0;0
29.03.2016 20:45;0;0;0;0;0.380814;0;0;0;0
29.03.2016 21:00;0;0;0;0;0.380814;0;0;0;0
29.03.2016 21:15;0;0;0;0;0.380814;0;0;0;0
29.03.2016 21:30;0;0;0;0;0.380814;0;0;0;0
29.03.2016 21:45;0;0;0;0;0.377907;0;0;0;0
29.03.2016 22:00;0;0;0;0;0.369186;0;0;0;0
29.03.2016 22:15;0;0;0;0;0.366279;0;0;0;0
29.03.2016 22:30;0;0;0;0;0.369186;0;0;0;0
29.03.2016 22:45;0;0;0;0;0.366279;0;0;0;0
29.03.2016 23:00;0;0;0;0;0.366279;0;0;0;0
29.03.2016 23:15;0;0;0;0;0.366279;0;0;0;0
29.03.2016 23:30;0;0;0;0;0.366279;0;0;0;0
29.03.2016 23:45;0;0;0;0;0.363372;0;0;0;0
30.03.2016 00:00;0;0;0;0;0.363372;0;0;0;0
30.03.2016 00:15;0;0;0;0;0.363372;0;0;0;0
30.03.2016 00:30;0;0;0;0;0.363372;0;0;0;0
30.03.2016 00:45;0;0;0;0;0.363372;0;0;0;0
30.03.2016 01:00;0;0;0;0;0.372093;0;0;0;0
30.03.2016 01:15;0;0;0;0;0.369186;0;0;0;0
30.03.2016 01:30;0;0;0;0;0.372093;0;0;0;0
30.03.2016 01:45;0;0;0;0;0.372093;0;0;0;0
30.03.2016 02:00;0;0;0;0;0.369186;0;0;0;0
30.03.2016 02:15;0;0;0;0;0.372093;0;0;0;0
30.03.2016 02:30;0;0;0;0;0.360465;0;0;0;0
30.03.2016 02:45;0;0;0;0;0.363372;0;0;0;0
30.03.2016 03:00;0;0;0;0;0.360465;0;0;0;0
30.03.2016 03:15;0;0;0;0;0.360465;0;0;0;0
30.03.2016 03:30;0;0;0;0;0.360465;0;0;0;0
30.03.2016 03:45;0;0;0;0;0.357558;0;0;0;0
30.03.2016 04:00;0;0;0;0;0.360465;0;0;0;0
30.03.2016 04:15;0;0;0;0;0.357558;0;0;0;0
30.03.2016 04:30;0;0;0;0;0.357558;0;0;0;0
30.03.2016 04:45;0;0;0;0;0.360465;0;0;0;0
30.03.2016 05:00;0;0;0;0;0.357558;0;0;0;0
30.03.2016 05:15;0;0;0;0;0.360465;0;0;0;0
30.03.2016 05:30;0;0;0;0;0.360465;0;0;0;0
30.03.2016 05:45;0;0;0;0;0.357558;0;0;0;0
30.03.2016 06:00;0;0;0;0;0.357558;0;0;0;0
30.03.2016 06:15;0;0;0;0;0.357558;0;0;0;0
30.03.2016 06:30;0;0;0;0;0.357558;0;0;0;0
30.03.2016 06:45;0;0;0;0;0.357558;0;0;0;0
30.03.2016 07:00;0;0;0;0;0.360465;0;0;0;0
30.03.2016 07:15;0.0168697;0;0;0;0.357558;0;0;0.004482;0.00094
30.03.2016 07:30;0.0337395;0;0;0;0.357558;0;0;0.008964;0.00188
30.03.2016 07:45;0.0506092;0;0;0;0.357558;0;0;0.013446;0.00282
30.03.2016 08:00;0.067479;0;0;0;0.360465;0;0;0.017928;0.00376
30.03.2016 08:15;0.0718361;0;0.0148798;0;0.357558;0;0;0.020002;0.005565
30.03.2016 08:30;0.0761933;0;0.0297597;0;0.357558;0;0;0.022076;0.00737
30.03.2016 08:45;0.0805505;0;0.0446395;0;0.357558;0;0;0.02415;0.009175
30.03.2016 09:00;0.0849076;0;0.0595194;0;0.357558;0;0;0.026225;0.01098
30.03.2016 09:15;0.191929;0.0961917;0.155865;0.0566361;0.357558;0.016653;0.096192;0.119842;0.0829
30.03.2016 09:30;0.29895;0.192383;0.252211;0.113272;0.360465;0.033306;0.192383;0.213459;0.154819
30.03.2016 09:45;0.405971;0.288575;0.348556;0.169908;0.357558;0.049959;0.288575;0.307076;0.226738
30.03.2016 10:00;0.512992;0.384767;0.444902;0.226544;0.34593;0.066612;0.384767;0.400693;0.298658
30.03.2016 10:15;0.505778;0.391848;0.447814;0.246005;0.337209;0.071878;0.391848;0.405429;0.312295
30.03.2016 10:30;0.498564;0.398929;0.450726;0.265466;0.334302;0.077144;0.398929;0.410164;0.325933
30.03.2016 10:45;0.49135;0.40601;0.453638;0.284928;0.337209;0.08241;0.40601;0.4149;0.33957
30.03.2016 11:00;0.484136;0.413091;0.45655;0.304389;0.337209;0.087677;0.413091;0.419635;0.353207
30.03.2016 11:15;0.472587;0.418977;0.457551;0.320883;0.549419;0.09418;0.418977;0.422053;0.364285
30.03.2016 11:30;0.461038;0.424864;0.458552;0.337376;0.677326;0.100683;0.424864;0.424471;0.375362
30.03.2016 11:45;0.449489;0.430751;0.459552;0.35387;0.712209;0.107186;0.430751;0.426889;0.386439
30.03.2016 12:00;0.43794;0.436638;0.460553;0.370364;0.703488;0.11369;0.436638;0.429307;0.397517
30.03.2016 12:15;0.419542;0.436305;0.452847;0.382503;0.706395;0.119167;0.436305;0.425443;0.403251
30.03.2016 12:30;0.401144;0.435973;0.44514;0.394642;0.703488;0.124644;0.435973;0.421578;0.408986
30.03.2016 12:45;0.382746;0.43564;0.437433;0.406781;0.703488;0.13012;0.43564;0.417714;0.414721
30.03.2016 13:00;0.364349;0.435308;0.429727;0.41892;0.68314;0.135597;0.435308;0.413849;0.420456
30.03.2016 13:15;0.339612;0.423488;0.419643;0.419845;0.636628;0.130938;0.423488;0.400464;0.416119
30.03.2016 13:30;0.314876;0.411669;0.409559;0.42077;0.59593;0.126279;0.411669;0.38708;0.411782
30.03.2016 13:45;0.29014;0.39985;0.399475;0.421696;0.561047;0.121619;0.39985;0.373695;0.407445
30.03.2016 14:00;0.265403;0.38803;0.389391;0.422621;0.534884;0.11696;0.38803;0.360311;0.403108
30.03.2016 14:15;0.241534;0.371382;0.36896;0.417077;0.511628;0.111986;0.371382;0.343044;0.392648
30.03.2016 14:30;0.217665;0.354733;0.34853;0.411533;0.543605;0.107013;0.354733;0.325777;0.382188
30.03.2016 14:45;0.193796;0.338085;0.328099;0.405988;0.706395;0.102039;0.338085;0.30851;0.371728
30.03.2016 15:00;0.169926;0.321436;0.307669;0.400444;0.709302;0.097066;0.321436;0.291244;0.361268
30.03.2016 15:15;0.127445;0.28406;0.266019;0.367713;0.712209;0.072799;0.28406;0.252889;0.326082
30.03.2016 15:30;0.0849632;0.246685;0.22437;0.334982;0.715116;0.048533;0.246685;0.214535;0.290895
30.03.2016 15:45;0.0424816;0.209309;0.18272;0.30225;0.715116;0.024266;0.209309;0.176181;0.255709
30.03.2016 16:00;0;0.171933;0.14107;0.269519;0.72093;0;0.171933;0.137826;0.220523
30.03.2016 16:15;0;0.156397;0.1221;0.263332;0.723837;0;0.156397;0.127497;0.211375
30.03.2016 16:30;0;0.140861;0.10313;0.257144;0.723837;0;0.140861;0.117168;0.202227
30.03.2016 16:45;0;0.125326;0.0841596;0.250956;0.726744;0;0.125326;0.106839;0.193078
30.03.2016 17:00;0;0.10979;0.0651893;0.244769;0.726744;0;0.10979;0.096509;0.18393
30.03.2016 17:15;0;0.0823426;0.0488919;0.227418;0.729651;0;0.082343;0.078435;0.165537
30.03.2016 17:30;0;0.0548951;0.0325946;0.210068;0.726744;0;0.054895;0.060361;0.147143
30.03.2016 17:45;0;0.0274475;0.0162973;0.192717;0.726744;0;0.027448;0.042286;0.128749
30.03.2016 18:00;0;0;0;0.175367;0.726744;0;0;0.024212;0.110356
30.03.2016 18:15;0;0;0;0.131525;0.729651;0;0;0.018159;0.082767
30.03.2016 18:30;0;0;0;0.0876834;0.723837;0;0;0.012106;0.055178
30.03.2016 18:45;0;0;0;0.0438417;0.723837;0;0;0.006053;0.027589
30.03.2016 19:00;0;0;0;0;0.723837;0;0;0;0
30.03.2016 19:15;0;0;0;0;0.723837;0;0;0;0
30.03.2016 19:30;0;0;0;0;0.723837;0;0;0;0
30.03.2016 19:45;0;0;0;0;0.723837;0;0;0;0
30.03.2016 20:00;0;0;0;0;0.72093;0;0;0;0
30.03.2016 20:15;0;0;0;0;0.72093;0;0;0;0
30.03.2016 20:30;0;0;0;0;0.723837;0;0;0;0
30.03.2016 20:45;0;0;0;0;0.72093;0;0;0;0
30.03.2016 21:00;0;0;0;0;0.72093;0;0;0;0
30.03.2016 21:15;0;0;0;0;0.723837;0;0;0;0
30.03.2016 21:30;0;0;0;0;0.72093;0;0;0;0
30.03.2016 21:45;0;0;0;0;0.72093;0;0;0;0
30.03.2016 22:00;0;0;0;0;0.723837;0;0;0;0
30.03.2016 22:15;0;0;0;0;0.723837;0;0;0;0
30.03.2016 22:30;0;0;0;0;0.723837;0;0;0;0
30.03.2016 22:45;0;0;0;0;0.718023;0;0;0;0
30.03.2016 23:00;0;0;0;0;0.718023;0;0;0;0
30.03.2016 23:15;0;0;0;0;0.715116;0;0;0;0
30.03.2016 23:30;0;0;0;0;0.709302;0;0;0;0
30.03.2016 23:45;0;0;0;0;0.715116;0;0;0;0
31.03.2016 00:00;0;0;0;0;0.712209;0;0;0;0
31.03.2016 00:15;0;0;0;0;0.712209;0;0;0;0
31.03.2016 00:30;0;0;0;0;0.715116;0;0;0;0
31.03.2016 00:45;0;0;0;0;0.709302;0;0;0;0
31.03.2016 01:00;0;0;0;0;0.712209;0;0;0;0
31.03.2016 01:15;0;0;0;0;0.712209;0;0;0;0
31.03.2016 01:30;0;0;0;0;0.712209;0;0;0;0
31.03.2016 01:45;0;0;0;0;0.712209;0;0;0;0
31.03.2016 02:00;0;0;0;0;0.715116;0;0;0;0
31.03.2016 02:15;0;0;0;0;0.712209;0;0;0;0
31.03.2016 02:30;0;0;0;0;0.706395;0;0;0;0
31.03.2016 02:45;0;0;0;0;0.709302;0;0;0;0
31.03.2016 03:00;0;0;0;0;0.709302;0;0;0;0
31.03.2016 03:15;0;0;0;0;0.709302;0;0;0;0
31.03.2016 03:30;0;0;0;0;0.709302;0;0;0;0
31.03.2016 03:45;0;0;0;0;0.712209;0;0;0;0
31.03.2016 04:00;0;0;0;0;0.709302;0;0;0;0
31.03.2016 04:15;0;0;0;0;0.712209;0;0;0;0
31.03.2016 04:30;0;0;0;0;0.706395;0;0;0;0
31.03.2016 04:45;0;0;0;0;0.709302;0;0;0;0
31.03.2016 05:00;0;0;0;0;0.706395;0;0;0;0
31.03.2016 05:15;0;0;0;0;0.706395;0;0;0;0
31.03.2016 05:30;0;0;0;0;0.709302;0;0;0;0
31.03.2016 05:45;0;0;0;0;0.709302;0;0;0;0
31.03.2016 06:00;0;0;0;0;0.697674;0;0;0;0
31.03.2016 06:15;0.0548114;0.0182837;0.0431956;0;0.700581;0;0.018284;0.026999;0.011429
31.03.2016 06:30;0.109623;0.0365675;0.0863912;0;0.703488;0;0.036567;0.053997;0.022858
31.03.2016 06:45;0.164434;0.0548512;0.129587;0;0.700581;0;0.054851;0.080996;0.034287
31.03.2016 07:00;0.219245;0.0731349;0.172782;0;0.706395;0;0.073135;0.107995;0.045716
31.03.2016 07:15;0.225827;0.098005;0.184867;0;0.703488;0;0.098005;0.123785;0.052574
31.03.2016 07:30;0.232409;0.122875;0.196953;0;0.706395;0;0.122875;0.139575;0.059432
31.03.2016 07:45;0.238991;0.147745;0.209038;0;0.709302;0;0.147745;0.155365;0.066291
31.03.2016 08:00;0.245573;0.172615;0.221123;0;0.706395;0;0.172615;0.171155;0.073149
31.03.2016 08:15;0.263702;0.190983;0.238063;0.0203059;0.706395;0.006208;0.190983;0.189639;0.092573
31.03.2016 08:30;0.281832;0.20935;0.255004;0.0406117;0.709302;0.012415;0.20935;0.208123;0.111997
31.03.2016 08:45;0.299961;0.227718;0.271944;0.0609176;0.712209;0.018623;0.227718;0.226607;0.131421
31.03.2016 09:00;0.31809;0.246085;0.288884;0.0812234;0.712209;0.02483;0.246085;0.24509;0.150846
31.03.2016 09:15;0.358378;0.269232;0.316423;0.117098;0.715116;0.074966;0.269232;0.274819;0.183418
31.03.2016 09:30;0.398665;0.292379;0.343962;0.152973;0.718023;0.125102;0.292379;0.304548;0.215991
31.03.2016 09:45;0.438953;0.315526;0.3715;0.188848;0.72093;0.175238;0.315526;0.334276;0.248563
31.03.2016 10:00;0.47924;0.338673;0.399039;0.224723;0.718023;0.225374;0.338673;0.364005;0.281136
31.03.2016 10:15;0.432129;0.320172;0.372541;0.223016;0.718023;0.226629;0.320172;0.339729;0.27077
31.03.2016 10:30;0.385018;0.301671;0.346043;0.22131;0.718023;0.227883;0.301671;0.315453;0.260404
31.03.2016 10:45;0.337907;0.28317;0.319545;0.219604;0.718023;0.229137;0.28317;0.291177;0.250038
31.03.2016 11:00;0.290795;0.264669;0.293047;0.217897;0.718023;0.230392;0.264669;0.266901;0.239672
31.03.2016 11:15;0.299995;0.26904;0.287606;0.226834;0.718023;0.23567;0.26904;0.272581;0.246154
31.03.2016 11:30;0.309195;0.273411;0.282165;0.23577;0.718023;0.240949;0.273411;0.278261;0.252637
31.03.2016 11:45;0.318395;0.277782;0.276724;0.244707;0.718023;0.246227;0.277782;0.28394;0.25912
31.03.2016 12:00;0.327595;0.282153;0.271282;0.253643;0.72093;0.251506;0.282153;0.28962;0.265602
31.03.2016 12:15;0.345096;0.343381;0.335896;0.316695;0.718023;0.29448;0.343381;0.339691;0.325898
31.03.2016 12:30;0.362598;0.404609;0.40051;0.379747;0.72093;0.337454;0.404609;0.389763;0.386193
31.03.2016 12:45;0.3801;0.465837;0.465124;0.4428;0.718023;0.380428;0.465837;0.439834;0.446488
31.03.2016 13:00;0.397601;0.527065;0.529738;0.505852;0.718023;0.423403;0.527065;0.489905;0.506784
31.03.2016 13:15;0.366485;0.510587;0.508492;0.507439;0.718023;0.418458;0.510587;0.471739;0.500358
31.03.2016 13:30;0.335368;0.494109;0.487246;0.509027;0.718023;0.413514;0.494109;0.453572;0.493932
31.03.2016 13:45;0.304251;0.477631;0.466;0.510614;0.718023;0.408569;0.477631;0.435406;0.487506
31.03.2016 14:00;0.273135;0.461154;0.444754;0.512201;0.718023;0.403625;0.461154;0.417239;0.48108
31.03.2016 14:15;0.240542;0.440815;0.408121;0.50796;0.723837;0.384764;0.440815;0.394863;0.468477
31.03.2016 14:30;0.20795;0.420476;0.371487;0.503718;0.718023;0.365902;0.420476;0.372487;0.455874
31.03.2016 14:45;0.175357;0.400137;0.334853;0.499476;0.718023;0.347041;0.400137;0.350112;0.443272
31.03.2016 15:00;0.142765;0.379798;0.29822;0.495235;0.709302;0.32818;0.379798;0.327736;0.430669
